SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
AARTIIND,20020913,57.95,58.1,57.95,58.1,101,101
ABANLLOYD,20020913,112.0,112.0,108.1,108.9,9882,6707
ABB,20020913,283.95,288.0,282.0,285.3,7757,5532
ABBALPO,20020913,50.1,50.45,49.8,50.0,16776,15361
ABBOTTLAB,20020913,162.05,164.0,162.05,164.0,76,76
ABSHEKINDS,20020913,6.6,6.9,6.5,6.5,30557,30556
ABSIND,20020913,61.0,61.0,57.5,57.95,3485,2535
ACC,20020913,145.15,146.5,144.2,145.0,465067,126307
ADANIEXPO,20020913,154.6,154.6,151.7,153.5,39356,2655
ADLABSFILM,20020913,67.75,68.5,66.9,67.55,16058,8135
ADVANIORLI,20020913,24.2,24.5,24.2,24.3,3097,3097
AEGISCHEM,20020913,9.3,10.25,9.0,9.95,3860,2671
AFTEKINFO,20020913,339.7,344.0,337.1,340.7,1706974,98802
AGEEGOLD,20020913,42.75,43.55,42.0,42.4,1460,1310
AGREVOIND,20020913,171.3,173.9,171.3,172.0,3585,3435
AGRODUTCH,20020913,19.7,19.7,18.7,18.95,16862,14850
AHMEDELEC,20020913,55.35,58.0,55.35,58.0,300,250
AHMEDFORGE,20020913,14.8,15.4,14.6,15.2,10105,9005
AJANTPHARM,20020913,39.0,40.5,39.0,39.95,6510,805
AKSHOPTFBR,20020913,31.95,34.4,31.95,32.7,35580,11581
ALEMBICLTD,20020913,121.95,122.0,120.0,120.3,1694,1541
ALFALAVAL,20020913,229.0,232.9,228.5,230.2,1381,1289
ALOKTEXT,20020913,14.35,14.5,14.0,14.2,77725,62084
ALPSINDUS,20020913,22.1,22.1,20.0,20.05,1476,1425
AMARAJABAT,20020913,76.65,77.4,76.5,77.15,3435,1985
AMBUJARAJN,20020913,3.45,3.45,3.35,3.4,13940,11720
AMTREXAPPL,20020913,16.55,17.15,16.55,16.9,4750,4750
ANAMALFIN,20020913,6.0,6.0,5.9,5.9,300,300
ANDHRABANK,20020913,13.5,13.75,13.5,13.6,127513,92112
ANDHRSUGAR,20020913,27.7,29.0,27.7,28.35,200,150
ANTGRAPHIC,20020913,2.75,2.75,2.5,2.6,1500,1500
APCOTEXLAT,20020913,30.0,30.1,28.8,30.1,766,765
APOLLOHOSP,20020913,95.9,97.0,94.25,95.1,46709,31595
APOLLOTYRE,20020913,112.0,120.0,112.0,115.6,235826,75377
ARCHIES,20020913,110.0,111.25,108.15,109.05,5406,3741
ARHAMFISCL,20020913,5.95,6.15,5.6,5.7,143568,61400
ARIHANTCRE,20020913,3.75,3.9,3.7,3.85,38090,10590
ARVINDMILL,20020913,22.2,23.7,22.1,23.4,1722598,763273
ASAHIINDIA,20020913,336.25,336.25,336.25,336.25,10,10
ASHAPURMIN,20020913,80.0,80.95,78.0,80.95,375,325
ASHIMASYN,20020913,19.45,19.45,17.5,17.9,154,150
ASHKLEYFIN,20020913,40.25,40.25,39.65,40.1,4790,4720
ASHOKLEY,20020913,99.0,99.5,97.0,97.25,34050,13867
ASIANELEC,20020913,21.2,22.85,21.1,22.1,2600,1000
ASIANHOTEL,20020913,69.5,69.5,69.35,69.5,333,333
ASIANPAINT,20020913,331.0,346.0,331.0,344.5,2255,1793
ASSAMFRONT,20020913,53.0,53.9,50.2,51.55,1399,200
ATCOIND,20020913,21.7,21.95,20.8,21.25,59774,28922
ATLASCOPCO,20020913,180.1,183.0,179.0,182.1,2221,1330
ATLASCYCLE,20020913,75.45,75.45,71.7,71.8,1310,1195
ATULPROD,20020913,32.1,33.0,32.1,32.5,3764,3597
AUROPHARMA,20020913,221.5,224.0,220.55,221.65,5705,5071
AUTOAXLES,20020913,67.6,75.1,67.6,73.0,61,50
AZTEC,20020913,42.0,42.0,36.85,37.7,932441,229860
BAJAJAUTO,20020913,418.05,425.0,418.05,420.4,80399,61383
BAJAJHIND,20020913,58.7,58.7,56.5,56.75,3,1
BAJAJPLAST,20020913,2.75,3.4,2.75,3.4,3301,3300
BAJAUTOFIN,20020913,50.0,50.0,49.5,50.0,570,570
BALAJIDIST,20020913,10.45,10.75,10.2,10.4,27679,20300
BALAJIIND,20020913,5.15,5.15,4.5,4.75,21351,19874
BALAJITELE,20020913,550.0,550.0,510.0,523.8,47436,7890
BALMLAWRIE,20020913,87.8,88.0,86.0,86.35,10894,7030
BALRAMCHIN,20020913,116.0,119.95,116.0,119.05,876,776
BANARISUG,20020913,150.0,150.0,150.0,150.0,300,300
BANKBARODA,20020913,48.0,48.45,47.8,48.0,21290,14660
BANKINDIA,20020913,26.6,26.75,26.4,26.7,68300,53194
BANKPUNJAB,20020913,12.6,12.6,12.4,12.4,30420,27970
BANKRAJAS,20020913,14.5,14.5,14.2,14.25,44923,36620
BASF,20020913,111.25,111.5,110.65,110.9,643,511
BATAINDIA,20020913,36.5,37.6,36.5,36.6,24687,14574
BAUSCHLOMB,20020913,61.5,61.5,58.95,59.4,128373,109435
BAYER,20020913,1668.65,1672.45,1640.0,1662.0,26,18
BBTC,20020913,43.5,43.95,41.85,42.4,1080,930
BEL,20020913,177.0,183.1,175.0,177.75,338500,92979
BELCERAMIC,20020913,4.15,4.15,4.0,4.0,1201,1200
BEML,20020913,59.0,63.7,59.0,60.25,248972,59491
BERGEPAINT,20020913,74.1,74.85,72.6,73.95,3769,2764
BFLSOFTWAR,20020913,510.0,513.9,501.0,504.2,5854,1591
BGFL,20020913,15.8,15.8,15.8,15.8,10,10
BHARATFORG,20020913,175.75,178.0,173.5,173.8,8914,4616
BHARATHOT,20020913,26.95,27.35,26.9,27.25,1552,1552
BHARTI,20020913,32.95,34.5,32.5,34.05,1269675,906123
BHEL,20020913,164.5,166.1,162.3,165.1,436139,181243
BHUSANSTL,20020913,27.95,28.75,27.95,28.55,18182,12090
BIL,20020913,26.65,28.5,26.65,27.35,2990,2665
BILT,20020913,43.25,51.85,43.0,44.45,530352,134386
BIMETBRG,20020913,103.0,105.95,103.0,105.95,101,101
BINANIZINC,20020913,24.9,24.9,22.6,22.6,286,275
BINDALAGRO,20020913,4.8,4.8,4.6,4.7,12782,8550
BIRLA3M,20020913,310.65,312.05,309.0,309.0,1403,1375
BIRLAERIC,20020913,17.8,17.8,17.05,17.2,7206,4680
BIRLAJUTE,20020913,18.55,19.0,18.3,18.4,27700,24551
BLBLIMITED,20020913,4.5,5.7,4.5,5.7,350,175
BLUECHIP,20020913,3.55,4.1,3.55,3.6,4902,300
BLUEDART,20020913,76.6,82.0,76.55,78.15,433968,147527
BLUESTARCO,20020913,68.05,68.9,68.05,68.05,2475,1575
BLUESTINFO,20020913,152.0,155.0,152.0,152.9,2001,1216
BOMDYEING,20020913,47.0,48.25,47.0,47.7,20793,11304
BONGAIREFN,20020913,16.95,17.9,16.9,17.5,594044,262532
BOOTSPHARM,20020913,272.0,278.0,272.0,275.1,128,128
BPCL,20020913,209.85,211.6,204.5,206.05,2084942,285441
