SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
3IINFOTECH,20060410,185.7,188.0,182.8,185.7,226689,84264
3MINDIA,20060410,1465.0,1538.9,1450.0,1515.3,2814,2448
AARTIDRUGS,20060410,95.5,98.5,95.5,97.35,34617,20183
AARTIIND,20060410,75.55,76.95,75.5,76.05,55706,54975
ABANLOYD,20060410,1120.0,1202.85,1090.0,1202.85,116826,43612
ABB,20060410,3104.0,3200.0,3040.0,3184.2,101722,20066
ABIRLANUVO,20060410,830.0,897.0,816.15,822.7,144071,82061
ABSHEKINDS,20060410,31.05,32.1,31.0,31.65,312203,129560
ACC,20060410,880.0,927.8,826.85,918.95,4143874,658044
ADANIEXPO,20060410,64.3,64.35,62.55,63.05,355286,32058
ADHUNIK,20060410,49.0,49.2,43.25,44.8,4284221,1175863
ADLABSFILM,20060410,405.85,420.0,392.0,404.95,120899,22756
ADORWELD,20060410,415.0,458.0,415.0,433.75,88505,33914
AEGISCHEM,20060410,259.8,259.8,252.0,253.9,16360,10956
AFTEKINFO,20060410,82.5,82.95,78.5,79.35,1272250,495878
AGRODUTCH,20060410,35.5,35.85,34.7,35.15,154525,82195
AIAENG,20060410,610.0,626.8,607.0,611.2,29900,18542
AJANTPHARM,20060410,74.9,75.9,74.0,74.85,8292,4768
AKSHOPTFBR,20060410,67.2,70.0,66.0,69.35,147579,61939
ALBK,20060410,82.0,83.45,80.0,80.95,1216891,1047758
ALEMBICLTD,20060410,397.0,400.0,378.05,382.75,16545,11519
ALFALAVAL,20060410,1095.0,1121.0,1078.0,1119.5,18812,14713
ALLSEC,20060410,259.0,261.5,252.15,257.75,5795,4048
ALOKTEXT,20060410,79.4,80.95,76.5,79.3,353820,107418
ALPSINDUS,20060410,216.0,219.95,212.0,216.0,169274,82441
AMAR,20060410,94.5,97.4,94.5,96.15,481521,149530
AMARAJABAT,20060410,264.0,282.5,264.0,267.95,141985,45734
AMBICAAGAR,20060410,13.9,14.1,13.55,13.75,15082,8480
AMTEKAUTO,20060410,324.95,332.0,324.0,325.75,229702,188244
AMTEKINDIA,20060410,124.2,131.45,123.05,129.8,453156,262129
ANDHRABANK,20060410,86.0,86.4,84.0,84.85,801928,399686
ANDHRSUGAR,20060410,228.0,232.2,218.05,227.95,169687,70594
ANSALINFRA,20060410,890.0,890.0,832.55,832.6,111396,59230
ANTGRAPHIC,20060410,0.45,0.5,0.45,0.45,146304,77761
APARINDS,20060410,264.8,264.8,246.5,252.15,5173,4347
APCOTEXLAT,20060410,52.0,52.0,50.65,50.95,4120,2270
APIL,20060410,395.0,395.0,376.55,380.1,282214,114973
