SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
20MICRONS,2009069,27.5,27.5,27.45,27.45,9780,8416
3IINFOTECH,2009069,80.7,86.8,80.0,85.75,2429673,1022663
3MINDIA,2009069,1290.65,1328.0,1285.0,1287.65,175,129
AARTIDRUGS,2009069,56.55,57.95,55.75,57.6,4946,3025
AARTIIND,2009069,43.0,46.9,41.35,46.25,191654,96787
AARVEEDEN,2009069,29.25,29.25,29.25,29.25,209,209
ABAN,2009069,1099.0,1172.0,1025.0,1145.35,4239036,528740
ABB,2009069,699.0,749.0,655.35,735.15,385915,131640
ABCIL,2009069,62.25,70.0,62.25,68.2,11842,7357
ABGSHIP,2009069,200.1,214.7,189.9,213.0,217786,52746
ABIRLANUVO,2009069,934.4,940.0,885.0,925.6,111794,55545
ABSHEKINDS,2009069,12.75,13.65,12.7,13.1,112566,77564
ACC,2009069,820.0,864.5,795.5,850.0,539891,210966
ACE,2009069,33.7,34.75,33.45,34.45,145881,71947
ADANIENT,2009069,719.4,745.0,690.1,721.15,214202,86648
ADHUNIK,2009069,66.5,69.3,66.0,67.05,164149,101686
ADLABSFILM,2009069,390.0,431.0,374.1,426.25,3447872,358381
ADORWELD,2009069,137.55,141.0,136.0,138.7,2808,1407
ADSL,2009069,388.75,408.95,387.5,397.3,8656,4301
ADVANIHOTR,2009069,42.5,46.0,42.5,43.95,3938,61
ADVANTA,2009069,609.05,630.0,596.5,623.15,4841,2439
AEGISCHEM,2009069,115.0,124.7,106.0,123.35,16093,5855
AFL,2009069,60.1,63.0,55.3,60.55,15958,7666
AHMEDFORGE,2009069,64.0,64.5,60.5,62.35,86649,34362
AIAENG,2009069,226.0,256.95,221.5,248.4,206757,99271
AICHAMP,2009069,26.0,27.2,26.0,27.0,313,266
AJANTPHARM,2009069,84.1,95.0,84.1,90.05,24015,4037
ALBK,2009069,78.75,81.3,75.5,79.45,1066871,484371
ALCHEM,2009069,111.85,112.0,104.0,108.75,101170,64312
ALEMBICLTD,2009069,42.0,42.0,38.65,41.05,118775,60234
ALFALAVAL,2009069,925.0,940.0,925.0,927.0,274,235
ALKALI,2009069,341.0,353.7,338.4,344.8,368843,113306
ALKYLAMINE,2009069,64.65,69.85,64.65,64.7,375,100
ALLCARGO,2009069,815.0,825.0,810.0,814.4,74266,65891
ALMONDZ,2009069,31.0,34.85,30.75,32.55,3029,2773
ALOKTEXT,2009069,16.1,18.75,16.1,18.5,286929,160957
ALOKTEXT,2009069,16.1,18.75,16.1,18.5,23431094,5277952
ALOKTEXT,2009069,24.3,25.65,22.8,25.25,286929,160957
ALOKTEXT,2009069,24.3,25.65,22.8,25.25,23431094,5277952
ALPA,2009069,15.2,15.5,14.4,15.35,27182,16046
ALPHAGEO,2009069,186.0,212.0,180.05,205.2,9988,5854
AMAR,2009069,34.5,35.45,31.25,35.05,35645,20697
AMARAJABAT,2009069,82.0,92.0,78.55,86.3,132920,43457
AMBICAAGAR,2009069,11.2,11.95,10.8,11.9,16285,11346
AMBIKCO,2009069,83.0,89.4,82.35,84.45,145,135
AMBUJACEM,2009069,98.15,103.2,95.1,101.0,2366438,1209279
AMDIND,2009069,26.5,28.4,26.25,27.4,3052,2270
AMTEKAUTO,2009069,140.0,145.0,138.55,139.8,138520,115460
AMTEKINDIA,2009069,45.5,45.5,42.1,43.05,211648,143735
ANANTRAJ,2009069,117.05,129.4,117.05,124.45,402322,202847
ANDHRABANK,2009069,87.0,93.0,85.1,90.55,944197,434088
ANDHRSUGAR,2009069,96.5,102.9,95.1,101.55,35217,18176
ANGAUTO,2009069,59.0,59.8,56.0,58.3,791590,328221
ANIKINDS,2009069,35.0,35.0,31.05,31.5,800,550
ANKURDRUGS,2009069,139.0,141.0,131.5,136.4,22204,10804
ANSALHSG,2009069,58.0,60.55,57.65,59.8,119706,60176
ANSALINFRA,2009069,63.0,67.35,62.2,65.9,858984,335628
ANTGRAPHIC,2009069,0.65,0.65,0.6,0.6,269169,199505
