SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
3MINDIA,2004121,525.15,526.0,511.25,523.6,1283,1062
AARTIDRUGS,2004121,152.45,158.5,150.05,154.5,258031,71570
AARTIIND,2004121,239.9,239.9,231.4,234.5,80072,10037
ABANLLOYD,2004121,1198.0,1198.0,1169.35,1173.1,7810,5230
ABB,2004121,950.0,950.0,912.0,932.3,20305,8832
ABSHEKINDS,2004121,33.65,36.0,33.25,33.95,2107024,905737
ABSIND,2004121,110.0,110.0,105.7,107.8,22171,12085
ACC,2004121,287.0,288.0,282.85,285.0,940928,150561
ADANIEXPO,2004121,61.4,61.45,60.1,60.75,380038,20927
ADLABSFILM,2004121,104.35,105.0,101.5,102.05,71032,40916
ADORWELD,2004121,81.8,82.0,77.0,80.65,40642,23397
AEGISCHEM,2004121,48.0,49.0,46.25,46.75,49168,24489
AFTEKINFO,2004121,133.0,134.6,130.0,133.5,237956,106114
AGEEGOLD,2004121,24.9,24.9,23.3,23.85,28845,17745
AHMEDELEC,2004121,113.5,116.0,113.2,115.05,34035,17617
AHMEDFORGE,2004121,150.9,159.9,150.25,152.45,109057,46786
AJANTPHARM,2004121,68.3,68.3,63.6,65.3,116418,48864
AKSHOPTFBR,2004121,28.0,31.75,27.7,30.35,401415,172005
ALBK,2004121,58.7,62.7,57.95,62.05,3363762,1485382
ALEMBICLTD,2004121,220.0,238.9,218.15,232.15,373031,108007
ALFALAVAL,2004121,678.0,680.0,665.0,674.9,2268,2053
ALOKTEXT,2004121,73.0,73.0,69.75,70.15,3430198,1204067
ALPSINDUS,2004121,86.45,89.0,82.0,88.35,365822,54113
AMARAJABAT,2004121,108.0,109.7,105.0,107.15,109854,43520
AMBICAAGAR,2004121,29.9,30.4,28.8,30.25,40351,17646
AMITSPIN,2004121,9.75,9.75,7.5,8.5,191033,125746
AMTEKAUTO,2004121,175.7,175.7,167.5,168.6,279625,135553
AMTREXAPPL,2004121,44.5,44.5,42.5,43.1,13301,9021
ANDHRABANK,2004121,70.7,71.9,68.5,71.05,4800293,1250251
ANDHRSUGAR,2004121,114.7,114.7,110.0,111.0,143246,104232
ANTGRAPHIC,2004121,3.5,3.6,3.4,3.4,4525,4150
APARINDS,2004121,73.0,73.0,69.6,71.15,20958,17896
APCOTEXLAT,2004121,44.6,46.6,43.55,44.35,10939,4303
APIL,2004121,136.5,136.8,132.6,134.9,28640,14933
APOLLOHOSP,2004121,267.4,267.4,260.0,265.0,120343,42448
APOLLOTYRE,2004121,234.0,234.0,221.1,226.7,63129,28416
APPAPER,2004121,109.45,109.45,105.55,106.8,12776,7763
APTECHT,2004121,45.5,45.8,43.3,44.0,481336,200305
ARCHIES,2004121,90.6,92.7,90.0,91.05,33772,20293
ARHAMFISCL,2004121,10.8,10.8,9.7,9.9,96243,62620
ARL,2004121,2.5,2.55,2.3,2.35,1699031,1041480
ARSBONDS,2004121,103.0,105.09,103.0,104.83,1019092,984006
ARVINDMILL,2004121,115.0,115.9,111.15,114.0,5221135,1353186
ASAHIINDIA,2004121,134.5,135.9,131.0,131.4,21936,15391
ASAL,2004121,103.5,104.5,100.5,101.95,41380,17918
ASHAPURMIN,2004121,175.0,177.85,167.0,175.6,14039,6271
ASHIMASYN,2004121,23.85,23.85,22.25,22.7,477693,218619
ASHOKLEY,2004121,20.45,20.95,19.75,20.65,6058153,3541540
ASIANELEC,2004121,80.45,80.75,78.1,78.7,20583,13863
ASIANHOTEL,2004121,285.0,292.5,271.15,289.45,21858,19825
ASIANPAINT,2004121,302.9,305.0,296.55,298.1,46572,21042
ASTRAIDL,2004121,1438.0,1445.0,1405.1,1445.0,113,12
ASTRAMICRO,2004121,435.0,435.0,421.6,426.2,156,145
ATCOM,2004121,9.5,9.5,8.25,8.55,28464,21447
ATNINT,2004121,4.1,4.1,3.2,3.2,2251003,1108210
ATULPROD,2004121,61.5,61.5,57.1,58.1,44864,27586
AUROPHARMA,2004121,346.5,351.0,338.0,342.95,47332,29494
AUTOAXLES,2004121,237.0,240.0,226.0,237.7,20504,11043
AUTORIDFIN,2004121,3.05,3.1,3.05,3.1,84428,81422
AVAYAGCL,2004121,322.7,322.7,316.0,318.9,5243,3396
AVENTIS,2004121,1110.0,1120.0,1090.0,1101.55,11186,7678
AZTEC,2004121,67.3,67.5,64.2,66.75,141805,61615
BAGFILMS,2004121,11.0,11.0,10.1,10.25,148231,106411
BAGYAMETAL,2004121,102.0,102.0,100.0,100.0,8806,6355
BAJAJAUTO,2004121,1024.4,1030.0,1001.1,1020.15,167573,78834
BAJAJHIND,2004121,78.2,78.8,75.9,77.3,59546,38316
BAJAJPLAST,2004121,4.1,4.3,4.1,4.1,4751,4251
BAJAUTOFIN,2004121,129.0,134.6,128.0,133.35,21222,16606
BALAJITELE,2004121,94.0,95.5,79.0,93.85,68271,40142
BALASPONGE,2004121,26.15,26.15,24.8,25.55,49725,36225
BALMLAWRIE,2004121,165.0,171.9,158.8,169.55,49596,30881
BALRAMCHIN,2004121,410.0,426.0,410.0,417.1,18932,14174
BANARISUG,2004121,375.0,382.0,367.0,380.5,1293,952
BANKBARODA,2004121,195.1,205.3,188.5,202.9,1643409,353286
BANKINDIA,2004121,76.0,78.0,74.15,77.35,3419645,907083
BANKPUNJAB,2004121,22.2,24.75,21.75,23.9,2404065,1286816
BANKRAJAS,2004121,41.8,44.1,41.25,43.15,727911,367395
BASF,2004121,166.5,168.0,161.0,165.75,26663,15468
BATAINDIA,2004121,77.0,80.4,77.0,78.15,283183,100381
BBTC,2004121,102.0,102.0,95.1,99.9,2735,2233
BEL,2004121,611.0,617.7,602.5,608.0,75358,49722
BELCERAMIC,2004121,20.05,23.85,20.0,22.0,325829,165023
BEML,2004121,283.8,283.8,272.15,276.0,206419,88804
BERGEPAINT,2004121,34.0,34.45,33.05,33.9,113793,85694
BGFL,2004121,54.0,54.45,52.3,53.9,37235,31106
BHARATFORG,2004121,909.0,909.0,875.0,892.95,11572,9048
BHARTI,2004121,174.0,187.0,173.55,183.4,9706102,4972153
BHEL,2004121,532.0,632.9,532.0,628.65,296502,87997
BHUSANSTL,2004121,133.05,142.4,131.1,138.75,288350,145401
BIL,2004121,52.0,52.5,48.65,51.5,36476,23665
BILT,2004121,81.9,81.9,78.0,80.8,455926,248453
BIOCON,2004121,525.0,525.0,511.0,514.05,496548,218339
BIRLAERIC,2004121,23.35,23.5,22.15,22.9,95596,40798
BIRLAJUTE,2004121,140.75,140.75,135.1,137.5,83338,33879
BLBLIMITED,2004121,7.3,7.5,7.2,7.45,5599,5526
BLUECHIP,2004121,11.75,11.75,9.6,10.05,183027,121057
BLUEDART,2004121,321.0,322.0,318.8,321.2,27506,24808
BLUESTARCO,2004121,244.05,248.25,242.0,243.6,7172,3161
BLUESTINFO,2004121,185.0,193.8,185.0,187.15,71749,24093
BOMDYEING,2004121,214.7,214.7,205.8,209.15,169040,83272
BONGAIREFN,2004121,95.0,96.85,94.0,96.1,1649585,892032
BPCL,2004121,399.8,405.0,397.25,399.9,1130407,434330
BPL,2004121,42.35,42.35,40.6,41.5,127273,65510
BPLENGG,2004121,9.6,9.65,8.55,8.85,134449,100153
BPLSANTECH,2004121,2.7,2.7,2.55,2.55,2201,2101
BPLSANUTIL,2004121,2.7,2.7,2.5,2.5,3804,3603
BRITANNIA,2004121,743.1,764.0,723.3,756.75,33973,28476
BSELINFRA,2004121,22.8,22.9,21.85,22.45,42784,27000
BSL,2004121,45.0,46.2,43.7,44.9,1486,1210
CADILAHC,2004121,513.0,521.0,512.0,517.8,24594,17205
CANBK,2004121,176.1,199.9,172.25,191.75,5484045,1351777
CANFINHOME,2004121,40.75,40.75,39.1,40.25,39561,25885
CARBORUNIV,2004121,105.0,116.4,101.05,111.8,401683,186612
CCL,2004121,178.0,178.8,167.9,170.9,17755,11219
