SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
AARTIDRUGS,20040513,78.0,80.0,76.25,77.15,11578,4216
AARTIIND,20040513,168.0,188.0,168.0,175.7,30480,13476
ABANLLOYD,20040513,500.0,500.0,480.0,485.35,3952,3616
ABB,20040513,769.0,774.0,740.0,747.75,24639,16431
ABSHEKINDS,20040513,15.6,16.15,14.85,15.95,192929,155906
ABSIND,20040513,86.05,92.0,86.0,90.1,7096,5585
ACC,20040513,265.0,285.55,261.0,280.65,3257964,312592
ADANIEXPO,20040513,405.0,465.0,405.0,457.3,52820,4205
ADLABSFILM,20040513,85.25,92.45,85.0,90.3,29066,16008
ADVANIORLI,20040513,37.1,42.5,37.1,39.95,18712,14574
AEGISCHEM,20040513,17.1,19.9,17.1,18.5,577,375
AFTEKINFO,20040513,68.75,76.95,65.2,73.9,216155,113943
AGEEGOLD,20040513,34.0,34.0,34.0,34.0,500,500
AGRODUTCH,20040513,32.0,33.25,30.0,32.9,7053,5002
AHMEDELEC,20040513,92.0,98.9,92.0,95.85,17159,9019
AHMEDFORGE,20040513,91.0,93.65,90.7,93.65,10082,8721
AJANTPHARM,20040513,42.0,45.55,41.0,43.9,47949,19274
AKSHOPTFBR,20040513,13.2,13.95,13.2,13.85,10213,4479
ALBK,20040513,37.25,47.75,37.25,45.35,6869906,1635303
ALEMBICLTD,20040513,148.75,160.5,143.0,155.6,28425,11833
ALFALAVAL,20040513,530.0,550.0,526.35,545.0,999,939
ALOKTEXT,20040513,55.5,60.5,53.1,58.25,266876,143366
ALPSINDUS,20040513,35.0,35.9,34.3,34.6,9009,2653
AMARAJABAT,20040513,59.5,62.95,58.2,60.55,18825,11630
AMBUJARAJN,20040513,6.65,7.5,6.4,7.0,414927,242517
AMITSPIN,20040513,3.75,3.75,3.35,3.4,3250,3200
AMTEKAUTO,20040513,653.0,675.9,610.0,654.55,21159,7038
AMTREXAPPL,20040513,37.5,39.75,37.5,39.55,15385,15185
ANDHRABANK,20040513,55.9,59.3,51.0,56.8,4687628,895195
ANDHRSUGAR,20040513,56.0,60.8,53.0,58.35,82621,48979
ANTGRAPHIC,20040513,3.2,3.2,2.75,2.8,5023,4917
APIL,20040513,109.0,115.0,107.0,109.3,46066,36583
APOLLOHOSP,20040513,208.25,248.8,201.0,243.5,361041,158036
APOLLOTYRE,20040513,224.1,232.4,216.0,229.2,7581,3405
APPAPER,20040513,110.0,111.0,110.0,111.0,2,0
APTECHT,20040513,40.0,41.95,38.05,40.2,133243,60900
ARCHIES,20040513,56.0,59.5,56.0,58.25,2477,1545
ARHAMFISCL,20040513,7.9,8.1,7.8,8.05,14995,12895
ARL,20040513,1.95,2.0,1.9,1.95,670737,400706
ARVINDMILL,20040513,57.0,60.4,55.0,58.1,4732400,1705102
ASAHIINDIA,20040513,111.6,125.0,111.6,124.55,26441,18780
ASAL,20040513,56.5,57.35,55.25,57.35,240,230
ASHAPURMIN,20040513,98.25,117.5,98.25,101.1,22997,1500
ASHIMASYN,20040513,12.5,14.0,12.5,13.85,4300,3500
ASHKLEYFIN,20040513,105.05,127.0,105.0,119.45,47345,21503
ASHOKLEY,20040513,239.0,255.6,234.0,253.6,223309,110707
ASIANELEC,20040513,55.15,65.2,53.65,59.35,72553,31023
ASIANHOTEL,20040513,166.25,199.0,166.25,194.1,22863,2813
ASIANPAINT,20040513,298.15,305.0,290.15,297.15,32262,23291
ASTRAIDL,20040513,900.0,939.95,899.85,899.85,49,48
ATCOM,20040513,7.6,7.65,7.25,7.5,4675,4575
ATFL,20040513,48.1,53.0,48.1,51.65,8201,6725
ATLASCYCLE,20040513,74.05,83.85,74.05,79.9,1445,1125
ATNINT,20040513,2.5,2.7,2.5,2.5,73500,62500
ATULPROD,20040513,37.0,39.45,36.5,38.8,24909,16146
AUROPHARMA,20040513,376.0,425.0,376.0,420.75,139253,68847
AUTOAXLES,20040513,181.25,191.0,181.25,191.0,45,33
AUTORIDFIN,20040513,1.95,2.0,1.7,1.7,1130,1030
AVENTIS,20040513,790.0,810.0,780.0,807.7,7024,5192
AZTEC,20040513,20.3,22.75,20.3,22.15,48887,19825
BAGFILMS,20040513,7.3,8.15,7.1,8.05,70963,49750
BAGYAMETAL,20040513,48.0,48.0,48.0,48.0,30,30
BAJAJAUTO,20040513,927.8,945.0,890.0,933.25,106972,52502
BAJAJHIND,20040513,48.0,51.5,47.65,47.85,239199,103414
BAJAJPLAST,20040513,2.95,3.0,2.95,3.0,1789,1789
BAJAUTOFIN,20040513,82.0,87.85,80.1,85.25,6457,3703
BALAJITELE,20040513,77.0,80.8,76.6,77.85,151077,91246
BALASPONGE,20040513,15.0,17.4,15.0,16.65,56300,47023
BALMLAWRIE,20040513,95.05,97.5,91.5,94.25,6235,5605
BALRAMCHIN,20040513,330.0,378.0,330.0,362.55,60873,29708
BANARISUG,20040513,338.5,338.5,321.0,322.4,1429,1379
BANKBARODA,20040513,210.1,232.0,187.95,220.5,1924317,521323
BANKINDIA,20040513,61.0,73.9,60.0,68.2,2385882,699126
BANKPUNJAB,20040513,28.0,28.8,24.55,26.45,1676190,653960
BANKRAJAS,20040513,43.0,46.9,41.0,45.3,1678685,418778
BASF,20040513,125.1,129.0,124.0,125.9,13802,10671
BATAINDIA,20040513,60.5,70.0,60.0,66.05,217862,73270
BBTC,20040513,58.2,66.0,58.2,65.95,360,310
BEL,20040513,460.0,473.9,448.0,465.4,75541,52003
BELCERAMIC,20040513,13.55,13.65,12.4,12.95,69063,48500
BEML,20040513,165.25,166.5,151.15,157.95,197596,53706
BERGEPAINT,20040513,105.0,120.0,105.0,118.1,6901,4694
BFLSOFTWAR,20040513,450.0,502.5,450.0,494.15,24776,16151
BGFL,20040513,34.0,37.45,33.6,35.65,5300,3401
BHARATFORG,20040513,732.0,784.0,729.9,747.05,13584,8281
BHARATGEAR,20040513,22.0,24.1,22.0,23.4,4193,3334
BHARATRAS,20040513,27.3,27.3,27.3,27.3,100,100
BHARTI,20040513,161.4,168.15,140.55,159.95,6849135,1806699
BHEL,20040513,570.0,585.0,510.4,560.35,1607466,756580
BHUSANSTL,20040513,88.5,98.75,87.0,92.75,87453,38009
BIL,20040513,29.5,33.5,29.25,31.45,6879,4400
BILT,20040513,69.1,73.7,66.3,71.55,408799,144288
BINDALAGRO,20040513,5.3,6.0,5.25,5.7,124051,94914
BIOCON,20040513,495.0,553.9,470.05,543.4,2980696,452961
BIRLA3M,20040513,490.1,517.95,486.15,503.05,355,210
BIRLAERIC,20040513,13.9,14.65,13.5,14.1,22984,13351
BIRLAJUTE,20040513,102.25,119.9,100.25,118.35,963382,321935
BLUEDART,20040513,124.25,145.0,120.2,140.75,49802,26439
BLUESTARCO,20040513,168.8,173.0,161.0,169.7,9750,7020
BLUESTINFO,20040513,197.65,200.0,193.0,197.05,4417,3262
BOMDYEING,20040513,151.0,167.8,142.1,163.2,249135,69081
BONGAIREFN,20040513,68.7,74.0,65.0,71.5,1204851,409046
BPCL,20040513,335.0,418.85,335.0,409.75,3122095,1049467
BPL,20040513,29.6,31.55,29.2,30.95,38970,22694
BPLENGG,20040513,4.75,4.95,4.3,4.35,6803,4101
