SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
20MICRONS,20160204,26.5,27.7,26.05,26.1,11825,7368
3IINFOTECH,20160204,4.85,5.0,4.75,4.75,1193239,527655
3MINDIA,20160204,9877.65,9994.9,9775.15,9891.7,600,349
8KMILES,20160204,2042.1,2100.0,1990.0,2020.2,19821,4817
A2ZINFRA,20160204,23.3,23.3,22.05,22.25,59149,34218
AARTIDRUGS,20160204,538.0,538.0,507.0,509.4,4461,2409
AARTIIND,20160204,457.7,475.9,457.7,469.55,15668,8073
AARVEEDEN,20160204,60.05,62.4,58.05,60.2,6148,2419
ABAN,20160204,176.2,178.0,171.15,173.15,647111,155531
ABB,20160204,1011.0,1198.0,1011.0,1151.55,1689560,232984
ABBOTINDIA,20160204,5050.0,5050.0,4950.0,4967.85,1561,1289
ABFRL,20160204,197.0,197.0,171.25,176.55,8603474,6922089
ABGSHIP,20160204,54.4,55.7,52.5,53.1,106787,57653
ABIRLANUVO,20160204,838.5,858.5,817.2,823.95,362433,206060
ACC,20160204,1255.25,1277.4,1253.2,1270.4,205905,77925
ACCELYA,20160204,931.0,960.0,910.0,921.65,3202,2292
ACE,20160204,39.95,40.8,38.05,38.15,60811,18431
ACROPETAL,20160204,3.1,3.2,3.1,3.2,4845,3944
ADANIENT,20160204,72.7,73.6,71.15,72.25,2395128,284249
ADANIPORTS,20160204,212.55,218.0,211.65,215.7,2023624,810050
ADANIPOWER,20160204,26.45,26.7,24.8,25.25,6283749,1469899
ADANITRANS,20160204,33.15,33.75,31.8,32.35,712273,295189
ADFFOODS,20160204,87.0,87.95,85.0,85.3,13611,8596
ADHUNIK,20160204,12.35,12.8,12.1,12.15,28293,17423
ADI,20160204,241.0,247.95,223.15,229.9,2813,2602
ADLABS,20160204,107.0,108.95,102.0,103.3,36375,20570
ADORWELD,20160204,255.0,259.8,253.05,255.1,7919,7772
ADSL,20160204,44.3,45.4,41.4,41.8,157367,59034
ADVANIHOTR,20160204,46.65,47.9,46.65,47.9,187,186
ADVANTA,20160204,416.5,424.0,403.05,408.5,9712,3667
AEGISCHEM,20160204,98.9,98.9,93.6,94.3,86644,53362
AFL,20160204,69.7,69.7,65.0,66.4,12296,6977
AGARIND,20160204,151.5,154.0,148.95,150.0,7849,3635
AGCNET,20160204,78.0,79.9,75.05,75.7,174,152
AGRODUTCH,20160204,3.1,3.55,3.0,3.05,22818,18636
AHLEAST,20160204,148.0,152.7,137.2,137.25,420,369
AHLUCONT,20160204,266.85,269.0,263.2,268.65,16768,12359
AHLWEST,20160204,130.0,130.0,111.1,111.55,527,502
AIAENG,20160204,810.0,820.15,801.0,815.8,11106,7558
AIFL,20160204,265.8,270.5,258.0,259.15,38980,8405
AIL,20160204,625.5,645.0,625.5,641.2,11916,7061
AJANTPHARM,20160204,1300.0,1315.0,1275.0,1292.0,281589,130406
AJMERA,20160204,136.5,137.95,122.9,126.25,74322,22096
AKSHOPTFBR,20160204,14.85,14.9,14.1,14.25,768215,403362
AKZOINDIA,20160204,1329.0,1329.0,1272.25,1280.0,3043,1535
ALANKIT,20160204,83.0,84.0,82.0,83.15,725550,136504
ALBK,20160204,50.6,51.0,48.9,49.75,2601607,272875
ALCHEM,20160204,24.3,25.75,24.3,24.55,3262,2507
ALEMBICLTD,20160204,38.25,38.8,37.0,37.15,204999,103855
ALICON,20160204,270.0,278.0,268.5,270.05,10397,10183
ALKALI,20160204,48.8,50.0,45.6,46.1,9776,6671
ALKEM,20160204,1380.2,1394.0,1339.0,1347.5,127453,93745
ALKYLAMINE,20160204,310.05,312.8,307.0,310.0,2353,1718
ALLCARGO,20160204,181.7,184.95,179.1,180.65,77128,36609
ALLSEC,20160204,128.9,129.8,119.45,119.45,18017,13104
ALMONDZ,20160204,10.55,10.95,10.55,10.85,64,63
ALOKTEXT,20160204,5.1,5.1,4.9,4.9,1820631,898248
ALPHAGEO,20160204,585.15,602.9,541.5,551.3,23654,12982
ALPSINDUS,20160204,5.5,5.85,5.5,5.55,32117,23250
ALSTOMT&D,20160204,441.75,442.45,432.3,434.95,33230,26609
AMARAJABAT,20160204,874.0,882.0,844.0,852.9,189483,86285
AMBIKCO,20160204,820.0,839.45,810.2,815.7,4178,2145
AMBUJACEM,20160204,192.75,197.0,192.75,195.65,802383,443729
AMDIND,20160204,29.95,29.95,27.05,27.65,14433,9536
AMRUTANJAN,20160204,416.15,423.0,401.5,403.8,8926,4632
AMTEKAUTO,20160204,34.5,34.7,32.4,32.85,1179451,460387
AMTL,20160204,24.25,26.1,24.25,24.3,3266,2581
ANANDAMRUB,20160204,23.9,23.9,22.8,22.8,50,40
ANANTRAJ,20160204,36.3,37.0,35.2,35.65,296846,136796
ANDHRABANK,20160204,50.6,51.35,49.35,49.9,1571393,397083
ANDHRACEMT,20160204,7.5,7.5,7.5,7.5,50630,50630
ANDHRSUGAR,20160204,130.0,130.0,121.6,123.6,18554,11690
ANGIND,20160204,43.0,44.6,41.4,42.2,144749,110010
ANKITMETAL,20160204,2.05,2.1,1.95,2.0,77037,63420
ANSALAPI,20160204,18.0,18.2,16.5,17.05,91595,67130
ANSALHSG,20160204,23.9,23.9,22.7,22.9,7340,5633
APARINDS,20160204,489.0,492.0,485.5,489.1,8567,5799
APCOTEXIND,20160204,201.5,202.6,197.0,198.45,3696,2231
APLAPOLLO,20160204,669.5,673.9,658.35,667.05,11143,6491
APLLTD,20160204,642.0,642.0,621.15,633.3,83262,50990
APOLLOHOSP,20160204,1510.0,1510.0,1412.0,1421.95,239809,91522
APOLLOTYRE,20160204,140.0,142.7,134.1,141.25,3865348,1280972
APTECHT,20160204,61.05,61.8,59.2,59.75,268645,80697
ARCHIDPLY,20160204,48.25,50.6,46.2,47.3,46138,23540
ARCHIES,20160204,24.75,25.2,23.7,23.85,92712,46955
ARCOTECH,20160204,343.75,350.0,338.35,347.6,315608,18507
ARIES,20160204,81.3,82.3,79.0,80.3,13766,10869
ARIHANT,20160204,47.0,50.0,47.0,49.0,1404,1404
AROGRANITE,20160204,44.0,46.4,43.1,43.8,3295,2404
ARROWCOAT,20160204,629.8,645.95,615.0,622.55,4219,2197
ARROWTEX,20160204,48.15,48.5,46.15,46.75,80291,33248
ARSHIYA,20160204,37.1,38.5,35.05,36.8,75853,37757
ARSSINFRA,20160204,33.5,35.4,32.9,33.55,106719,56185
ARVIND,20160204,303.8,304.45,280.5,287.55,5808775,893536
ARVINFRA,20160204,104.0,107.55,98.35,100.8,59501,38195
ASAHIINDIA,20160204,151.1,155.0,146.0,146.8,19572,13480
ASAHISONG,20160204,141.25,144.3,140.0,140.45,12146,10007
ASAL,20160204,38.0,38.5,37.3,37.5,1002,751
ASHAPURMIN,20160204,70.65,72.2,67.5,68.5,127262,45570
ASHIANA,20160204,139.15,145.95,139.1,140.05,38703,32574
ASHIMASYN,20160204,14.0,14.0,12.85,12.85,67749,52193
ASHOKA,20160204,185.05,189.55,185.05,187.3,65534,47155
ASHOKLEY,20160204,88.3,89.2,86.8,87.6,9110003,3517944
ASIANHOTNR,20160204,111.0,115.9,107.0,108.05,1706,455
ASIANPAINT,20160204,865.0,895.95,865.0,889.35,1658831,1023442
ASIANTILES,20160204,143.0,143.85,137.0,139.55,16987,10434
ASSAMCO,20160204,5.3,5.4,5.0,5.05,464768,254863
ASTEC,20160204,189.95,192.5,182.5,184.75,19899,10756
ASTRAL,20160204,410.95,421.9,396.0,399.05,19208,14340
ASTRAMICRO,20160204,121.05,126.25,118.6,121.3,265906,95726
ASTRAZEN,20160204,1175.0,1217.45,1139.15,1148.55,9992,8120
ATFL,20160204,495.5,508.0,480.0,482.5,633,282
ATLANTA,20160204,34.5,36.8,33.65,34.1,16365,7844
ATLASCYCLE,20160204,195.6,195.6,187.0,188.25,2273,1282
ATNINTER,20160204,0.4,0.4,0.4,0.4,50,50
ATUL,20160204,1477.0,1485.0,1444.5,1476.9,6961,4824
ATULAUTO,20160204,493.0,495.75,481.0,488.5,42488,25327
AURIONPRO,20160204,143.7,148.4,139.25,140.95,6210,3421
AUROPHARMA,20160204,777.95,782.0,723.0,740.45,3978270,1235938
AUSOMENT,20160204,28.1,28.4,25.0,27.5,3114,1270
AUSTRAL,20160204,0.45,0.45,0.4,0.4,91052,78592
AUTOAXLES,20160204,598.7,604.95,590.6,595.7,253,178
AUTOIND,20160204,44.0,44.9,43.15,43.4,6296,4270
AUTOLITIND,20160204,55.1,56.65,53.0,53.9,9173,6320
AVANTIFEED,20160204,424.15,440.0,408.0,410.2,16914,9895
AVTNPL,20160204,30.4,32.2,30.4,30.95,48970,23110
AXISBANK,20160204,385.75,386.6,373.35,382.75,11472602,5296760
AXISCADES,20160204,260.9,260.9,243.35,245.4,53348,20871
AXISGOLD,20160204,2511.0,2516.0,2476.25,2481.4,238,220
AYMSYNTEX,20160204,116.8,119.05,113.0,115.7,40173,30507
BAFNAPHARM,20160204,34.85,35.9,32.1,33.0,89953,46383
BAGFILMS,20160204,4.0,4.3,3.95,4.0,176167,120080
BAJAJ-AUTO,20160204,2370.0,2389.85,2295.0,2310.65,1147152,249815
BAJAJCORP,20160204,393.0,398.0,390.25,392.25,25743,17564
BAJAJELEC,20160204,176.35,178.0,173.5,174.55,74171,46764
BAJAJFINSV,20160204,1882.0,1915.7,1850.0,1880.8,93061,55354
BAJAJHIND,20160204,16.55,16.8,15.65,15.95,1729073,705423
BAJAJHLDNG,20160204,1443.1,1479.9,1421.15,1459.7,75835,72315
BAJFINANCE,20160204,6411.0,6425.65,6220.0,6343.9,138857,42589
BALAJITELE,20160204,116.85,117.5,105.55,111.7,870210,498963
BALAMINES,20160204,153.9,158.1,149.5,149.95,60758,32132
BALKRISIND,20160204,607.2,611.5,603.1,608.05,2346,2083
BALLARPUR,20160204,15.4,15.85,15.3,15.4,342886,196860
BALMLAWRIE,20160204,564.55,568.75,560.0,564.25,9028,7329
BALPHARMA,20160204,105.0,112.7,102.0,102.3,227678,55639
BALRAMCHIN,20160204,89.5,90.4,81.5,82.45,1792425,742373
BANARBEADS,20160204,47.0,50.85,46.6,47.15,3286,2193
BANARISUG,20160204,1100.0,1124.95,1051.65,1065.4,698,514
BANCOINDIA,20160204,121.65,122.8,116.2,117.9,38039,28091
BANKBARODA,20160204,123.0,124.7,120.85,122.8,5957948,1072207
BANKBEES,20160204,1506.4,1512.79,1490.0,1500.09,2664,1035
BANKINDIA,20160204,93.7,95.7,91.8,93.1,2322006,242504
BANSWRAS,20160204,96.1,101.0,93.65,97.15,769,659
BARTRONICS,20160204,11.7,11.7,11.0,11.1,76363,45037
BASF,20160204,746.0,812.7,735.0,744.9,40838,21968
BASML,20160204,220.75,228.0,216.0,219.55,596,435
BATAINDIA,20160204,456.0,470.0,455.0,465.8,339417,72429
BAYERCROP,20160204,3360.4,3400.0,3312.0,3361.55,53468,41990
BBL,20160204,833.5,846.55,796.15,804.65,34842,28708
BBTC,20160204,410.1,418.0,402.0,408.45,11913,5426
BEDMUTHA,20160204,15.0,15.0,13.15,13.7,6950,6413
BEL,20160204,1225.1,1236.65,1200.45,1220.9,257465,127839
BEML,20160204,1011.0,1019.8,975.0,996.1,221989,68598
BEPL,20160204,19.9,20.3,19.0,19.1,133792,83828
BERGEPAINT,20160204,266.0,270.0,265.5,268.95,812837,690796
BFINVEST,20160204,118.05,118.9,114.2,114.95,7515,3462
BFUTILITIE,20160204,516.95,519.85,488.0,499.7,468967,69156
BGRENERGY,20160204,110.1,112.8,108.0,109.35,80678,17439
BHAGYNAGAR,20160204,17.6,18.65,17.5,18.05,6850,5676
BHARATFORG,20160204,798.0,808.5,776.35,792.55,921258,346874
BHARATGEAR,20160204,70.3,71.4,66.0,68.05,11889,8269
BHARATRAS,20160204,1020.0,1020.0,965.0,995.9,59,57
BHARTIARTL,20160204,303.8,305.8,301.6,304.25,3074313,2026529
BHEL,20160204,129.25,131.45,127.2,129.5,3684409,564963
BHUSANSTL,20160204,35.9,37.0,35.6,35.95,146946,53230
BIL,20160204,545.0,554.0,510.25,521.65,15388,4363
BILENERGY,20160204,1.2,1.25,1.15,1.15,9150,9150
BINANIIND,20160204,60.5,61.1,59.0,59.35,18593,8554
BINDALAGRO,20160204,33.25,34.35,32.5,32.8,13819,8730
BIOCON,20160204,467.0,474.8,457.9,467.6,524693,210589
BIRLACORPN,20160204,385.0,396.8,385.0,394.25,5346,4769
BIRLACOT,20160204,0.05,0.05,0.05,0.05,615363,615363
BIRLAMONEY,20160204,23.1,24.95,23.1,23.3,13048,8215
BLBLIMITED,20160204,4.7,4.7,4.4,4.4,3402,3402
BLISSGVS,20160204,173.95,175.6,172.3,173.25,464595,147461
BLKASHYAP,20160204,17.45,17.45,16.3,16.3,92975,64973
BLUECHIP,20160204,0.5,0.5,0.45,0.45,8560,5000
BLUEDART,20160204,6132.0,6346.05,6090.0,6226.2,1921,884
BLUESTARCO,20160204,354.0,359.9,346.0,352.75,9336,4173
BLUESTINFO,20160204,223.95,225.0,218.0,220.1,3749,1414
BODALCHEM,20160204,54.15,55.0,52.3,53.55,295827,172987
BOMDYEING,20160204,48.9,49.6,47.1,47.85,472384,195338
BOSCHLTD,20160204,16800.05,17117.0,16710.0,16978.85,12855,6506
BPCL,20160204,835.0,852.0,824.2,831.75,1688095,750630
BPL,20160204,31.3,31.45,29.85,30.15,70918,30843
BRFL,20160204,166.15,171.0,165.0,167.4,70241,46967
BRIGADE,20160204,146.2,148.2,145.0,146.15,24265,16233
BRITANNIA,20160204,2848.0,2879.7,2815.0,2856.3,381254,254552
BROADCAST,20160204,4.35,4.35,4.35,4.35,50,50
BROOKS,20160204,87.0,89.85,83.15,83.85,91976,33272
BSELINFRA,20160204,3.1,3.25,3.0,3.0,75484,55592
BSL,20160204,70.5,72.6,67.65,69.0,7123,4868
BSLFEFS2RG,20160204,12.1,12.1,12.1,12.1,8929,8929
BSLGOLDETF,20160204,2560.0,2570.0,2525.3,2530.55,86,76
BSLIMITED,20160204,21.5,21.7,20.5,20.5,126276,110354
BSLNIFTY,20160204,91.79,91.8,91.79,91.8,31,20
BURNPUR,20160204,9.8,10.0,9.65,9.8,394270,217151
BUTTERFLY,20160204,233.5,235.85,220.45,222.15,12122,6235
BVCL,20160204,17.0,17.35,16.85,17.35,222,160
BYKE,20160204,160.25,164.65,160.15,161.4,189772,87654
CADILAHC,20160204,319.5,321.0,308.2,312.3,1242684,696856
CAIRN,20160204,121.0,125.4,120.0,123.0,6851209,2414795
CALSOFT,20160204,8.8,8.8,8.8,8.8,40,40
CAMLINFINE,20160204,103.95,104.0,99.8,100.7,398752,231408
CANBK,20160204,182.2,184.6,178.1,181.7,2284077,231100
CANDC,20160204,12.7,12.9,12.15,12.45,20698,15209
CANFINHOME,20160204,1012.0,1034.0,995.2,1002.45,26213,11680
CANTABIL,20160204,86.25,87.5,77.05,77.9,38736,13396
CAPF,20160204,386.05,395.9,380.0,382.15,51008,28235
CAPLIPOINT,20160204,1119.7,1188.95,1101.05,1160.7,18430,7016
CARBORUNIV,20160204,171.1,176.0,169.0,174.2,15189,11275
CAREERP,20160204,114.75,115.4,110.0,111.45,14411,12688
CARERATING,20160204,1130.0,1138.0,1110.0,1116.65,10931,9355
CASTEXTECH,20160204,9.6,11.0,9.6,10.75,3916954,1597913
CASTROLIND,20160204,409.0,413.4,405.7,409.85,68192,24665
CCCL,20160204,4.6,4.65,4.4,4.45,47365,32276
CCHHL,20160204,12.0,12.35,11.55,11.85,85407,65620
CCL,20160204,175.1,177.0,162.5,164.7,671079,518255
CEATLTD,20160204,912.0,916.85,882.5,891.55,333092,62228
CEBBCO,20160204,21.8,21.8,19.75,20.1,61598,35661
CELEBRITY,20160204,12.75,13.4,11.8,12.0,7101,4890
CELESTIAL,20160204,29.0,30.0,29.0,29.2,67029,49232
CENTENKA,20160204,174.0,176.1,170.65,171.85,16861,9115
CENTEXT,20160204,2.0,2.15,1.95,1.95,48891,35216
CENTRALBK,20160204,59.35,60.5,59.05,60.3,164186,68339
CENTUM,20160204,630.0,631.15,591.0,595.0,9760,6179
CENTURYPLY,20160204,143.95,145.3,141.1,141.6,77365,40680
CENTURYTEX,20160204,482.0,488.0,465.15,477.95,1451500,164417
CERA,20160204,1715.0,1735.0,1693.0,1701.25,3687,2433
CEREBRAINT,20160204,18.6,18.6,18.1,18.15,526283,228118
CESC,20160204,445.0,448.45,431.95,435.35,361545,61977
CGCL,20160204,170.0,175.0,167.1,174.65,2728,2357
CHAMBLFERT,20160204,56.2,57.7,56.2,56.75,60067,37989
CHEMFALKAL,20160204,86.65,88.0,83.5,83.7,1696,1000
CHENNPETRO,20160204,180.0,183.4,172.7,174.25,144462,66796
CHOLAFIN,20160204,654.0,675.0,647.1,672.45,17063,11077
CHROMATIC,20160204,2.95,3.05,2.9,2.95,112845,97045
CIGNITITEC,20160204,390.0,395.0,385.2,390.5,14899,10272
CIMMCO,20160204,85.0,86.3,82.1,84.35,57584,22448
CINELINE,20160204,25.9,26.35,25.1,25.45,6962,4707
CINEVISTA,20160204,4.95,5.15,4.75,4.9,18564,17564
CIPLA,20160204,567.0,570.4,540.05,550.4,1614064,642890
CLNINDIA,20160204,715.95,719.45,705.0,706.05,2433,1859
COALINDIA,20160204,317.95,323.4,317.85,322.5,3572599,2401503
COFFEEDAY,20160204,246.85,249.8,243.2,244.95,50563,34056
COLPAL,20160204,852.9,852.9,825.0,831.15,514691,351624
