SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
20MICRONS,20140128,30.65,31.1,30.4,30.75,88522,46436
3MINDIA,20140128,3678.3,3679.0,3600.0,3613.1,134,118
AARTIDRUGS,20140128,218.95,232.0,208.1,224.35,26396,16334
AARTIIND,20140128,95.5,97.0,94.05,94.9,7537,5450
AARVEEDEN,20140128,41.7,43.0,40.35,42.25,2375,1224
ABAN,20140128,373.1,393.8,373.1,384.85,825316,93549
ABB,20140128,595.0,605.9,586.0,588.4,25837,9708
ABBOTINDIA,20140128,1667.35,1674.0,1649.05,1665.85,1142,850
ABCIL,20140128,101.0,102.0,99.9,100.8,649,465
ABGSHIP,20140128,277.0,284.45,267.2,270.25,133678,41085
ABIRLANUVO,20140128,1075.45,1108.0,1045.5,1053.85,152742,74168
ACC,20140128,985.1,999.7,980.0,996.15,129917,60402
ACCELYA,20140128,704.0,755.0,704.0,748.5,32279,17585
ACE,20140128,13.05,13.35,13.05,13.2,76723,60810
ADANIENT,20140128,241.0,243.8,236.0,239.9,1146075,158806
ADANIPORTS,20140128,143.6,146.4,141.05,142.0,1453706,854243
ADANIPOWER,20140128,33.0,33.85,32.15,32.9,2470859,421571
ADFFOODS,20140128,45.0,47.95,45.0,45.4,2100,1504
ADHUNIK,20140128,28.5,30.55,28.5,29.6,67602,47140
ADORWELD,20140128,122.45,124.95,122.45,123.7,1677,833
ADSL,20140128,14.85,16.1,14.65,16.0,10997,8536
ADVANIHOTR,20140128,33.35,33.35,33.35,33.35,880,880
ADVANTA,20140128,101.25,105.8,101.1,103.55,18377,9336
AEGISCHEM,20140128,155.0,162.45,152.5,154.9,14542,8925
AFTEK,20140128,3.7,3.8,3.65,3.65,30712,30509
AGCNET,20140128,61.0,67.0,60.0,63.8,1203,782
AGRODUTCH,20140128,2.25,2.35,2.15,2.15,9284,7483
AHLEAST,20140128,129.3,129.3,129.3,129.3,50,50
AHLUCONT,20140128,22.6,22.6,21.85,21.85,6700,5800
AHLWEST,20140128,96.45,100.0,96.15,100.0,350,300
AHMEDFORGE,20140128,98.8,100.0,98.0,98.3,3040,2500
AIAENG,20140128,500.0,512.4,494.0,500.55,68896,60838
AIL,20140128,335.35,341.45,333.0,333.95,2254,1326
AJANTPHARM,20140128,914.9,954.4,913.0,942.2,150601,56664
AJMERA,20140128,54.15,57.85,52.8,56.25,16970,10115
AKSHOPTFBR,20140128,16.1,16.65,15.55,15.7,60791,41049
AKZOINDIA,20140128,807.9,810.0,795.0,797.35,7726,6498
ALBK,20140128,79.0,82.5,78.45,80.2,6707295,1431105
ALCHEM,20140128,43.6,44.1,41.65,42.9,2698,967
ALEMBICLTD,20140128,13.8,14.1,13.7,13.75,71271,47212
ALICON,20140128,67.8,67.8,65.0,65.0,44,42
ALKALI,20140128,16.0,16.55,15.9,15.9,1726,1621
ALKYLAMINE,20140128,235.0,240.0,229.2,240.0,2778,2762
ALLCARGO,20140128,132.0,136.0,128.6,130.9,2704,1841
ALLSEC,20140128,39.2,39.2,35.5,35.9,11043,6609
ALOKTEXT,20140128,7.35,7.5,7.05,7.1,3796886,2181658
ALSTOMT&D,20140128,185.05,186.5,183.25,184.3,2990,1039
AMARAJABAT,20140128,338.5,344.0,332.2,337.3,132229,65293
AMARJOTHI,20140128,77.0,77.0,77.0,77.0,100,100
AMBIKCO,20140128,275.0,282.5,274.0,277.45,872,807
AMBUJACEM,20140128,156.45,159.65,156.0,158.0,1300032,769192
AMDIND,20140128,13.4,13.8,13.4,13.5,441,409
AMRUTANJAN,20140128,121.7,121.7,118.0,119.5,5280,3065
AMTEKAUTO,20140128,65.8,67.35,65.8,66.2,83644,62022
AMTEKINDIA,20140128,59.25,60.0,57.6,58.15,77060,47841
AMTL,20140128,17.95,18.0,17.95,18.0,2725,2725
ANANTRAJ,20140128,48.6,50.45,48.1,49.4,833631,312047
ANDHRABANK,20140128,56.55,57.7,55.3,56.3,1870356,599295
ANDHRACEMT,20140128,4.75,5.45,4.7,5.15,3650,2725
ANDHRSUGAR,20140128,97.9,98.6,94.55,95.85,16324,12613
ANKITMETAL,20140128,8.55,8.55,8.2,8.4,3738,3600
ANSALAPI,20140128,18.7,19.1,18.55,18.9,147937,131499
ANSALHSG,20140128,17.7,18.0,17.1,17.35,17971,12588
APARINDS,20140128,136.05,138.9,135.0,135.25,6768,4705
APCOTEXIND,20140128,116.0,116.95,111.45,114.2,1311,393
APLAPOLLO,20140128,143.25,145.0,143.25,143.25,55,50
APLLTD,20140128,218.1,227.6,218.05,226.45,227824,164738
APOLLOHOSP,20140128,929.0,934.95,906.1,916.6,133197,79822
APOLLOTYRE,20140128,104.75,110.95,104.65,109.95,11944739,5141740
APTECHT,20140128,70.0,72.75,69.95,71.35,138443,49801
ARCHIES,20140128,18.7,19.65,18.3,19.0,195542,65233
ARIES,20140128,51.65,53.5,47.5,49.9,80007,26742
ARROWTEX,20140128,5.35,5.35,5.35,5.35,10,10
ARSSINFRA,20140128,21.55,21.65,20.85,21.3,50422,32776
ARVIND,20140128,140.1,142.7,136.5,138.8,1503048,275986
ARVINDREM,20140128,47.2,48.4,44.25,46.2,146331,42320
ASAHIINDIA,20140128,42.05,44.8,42.05,43.6,10842,6258
ASAHISONG,20140128,71.6,71.8,69.65,70.0,5699,4601
ASAL,20140128,28.15,28.9,27.05,28.6,153,147
ASHAPURMIN,20140128,47.9,49.9,47.9,49.3,61978,28623
ASHIANA,20140128,76.5,78.0,75.65,77.3,3851,3242
ASHOKA,20140128,62.0,62.0,60.15,60.45,6379,3262
ASHOKLEY,20140128,16.4,16.75,15.95,16.35,8483179,2273207
ASIANHOTNR,20140128,99.05,103.45,97.05,103.2,326,224
ASIANPAINT,20140128,475.25,480.7,471.0,476.8,902422,670491
ASSAMCO,20140128,5.25,5.45,5.1,5.2,492386,257449
ASTRAL,20140128,320.55,320.55,310.05,310.95,3812,2317
ASTRAMICRO,20140128,51.0,53.85,48.55,51.15,563376,247613
ASTRAZEN,20140128,755.0,774.9,752.4,754.1,7773,3652
ATFL,20140128,488.6,499.0,488.15,495.4,8111,6283
ATLANTA,20140128,39.9,42.5,39.75,39.95,27079,5365
ATLASCYCLE,20140128,224.5,227.0,221.25,222.6,13269,6182
ATUL,20140128,407.05,419.9,407.05,413.0,84551,69636
AURIONPRO,20140128,142.5,149.0,138.35,144.3,1356,1230
AUROPHARMA,20140128,412.95,424.5,412.4,418.5,3614526,660677
AUSTRAL,20140128,0.6,0.6,0.55,0.55,26010,25380
AUTOAXLES,20140128,267.0,290.0,267.0,289.85,3363,3269
AUTOIND,20140128,72.35,73.35,70.9,71.95,27953,11800
