SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
20MICRONS,20180821,45.4,45.7,43.9,44.1,38815,28182
21STCENMGM,20180821,36.0,36.0,35.8,35.9,3964,3952
3IINFOTECH,20180821,3.5,3.6,3.5,3.55,1346007,692008
3MINDIA,20180821,25650.0,25999.95,25650.0,25873.25,3926,3010
5PAISA,20180821,382.5,385.0,365.0,369.65,3331,2568
63MOONS,20180821,79.35,79.8,77.5,78.05,124730,52580
8KMILES,20180821,351.0,351.0,331.0,340.1,72824,34718
A2ZINFRA,20180821,21.7,22.3,21.65,21.9,216501,114353
AARTIDRUGS,20180821,554.5,554.5,545.15,547.6,10839,6617
AARTIIND,20180821,1391.0,1407.0,1389.15,1397.15,22425,13346
AARVEEDEN,20180821,32.0,36.0,30.3,32.6,154810,52994
AARVI,20180821,60.95,60.95,60.95,60.95,4000,4000
ABAN,20180821,114.95,115.7,112.65,113.5,451906,109760
ABB,20180821,1235.0,1282.0,1229.15,1270.15,402074,211383
ABBOTINDIA,20180821,7909.0,8000.0,7766.2,7796.45,7621,5154
ABCAPITAL,20180821,144.0,144.4,142.0,142.2,814444,466155
ABFRL,20180821,191.25,194.6,186.4,190.2,1314494,306621
ACC,20180821,1604.0,1650.95,1604.0,1639.8,1068497,351547
ACCELYA,20180821,1006.3,1017.85,1000.0,1004.95,4432,3180
ACE,20180821,139.2,141.9,136.7,137.35,168099,101909
ADANIENT,20180821,214.0,222.0,212.05,213.3,22079310,4319431
ADANIGREEN,20180821,59.0,60.25,56.0,57.1,2223954,866272
ADANIPORTS,20180821,378.55,382.0,375.4,377.95,1592878,433124
ADANIPOWER,20180821,32.0,33.2,31.6,32.65,25921741,8449114
ADANITRANS,20180821,168.0,174.4,167.0,169.9,2501968,1126961
ADFFOODS,20180821,243.65,248.85,243.65,247.75,29908,16926
ADHUNIKIND,20180821,70.3,70.3,67.05,69.3,4400,740
ADLABS,20180821,33.95,38.7,33.75,36.7,776078,213949
ADORWELD,20180821,351.5,352.0,348.55,350.05,5495,4481
