SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
20MICRONS,20181026,39.55,40.55,39.0,39.6,9454,6341
21STCENMGM,20181026,24.05,24.05,24.05,24.05,219,219
3IINFOTECH,20181026,3.2,3.2,3.05,3.05,1548924,656651
3MINDIA,20181026,19552.2,19800.0,19120.0,19360.6,2476,2079
5PAISA,20181026,183.35,185.0,175.0,178.05,4133,2709
63MOONS,20181026,76.4,78.0,73.65,74.8,286403,83391
8KMILES,20181026,84.0,84.0,84.0,84.0,18366,18366
A2ZINFRA,20181026,10.2,10.85,10.1,10.85,178713,159917
AARON,20181026,36.8,36.8,36.8,36.8,3000,3000
AARTIDRUGS,20181026,578.85,588.85,560.0,572.4,15727,9473
AARTIIND,20181026,1281.6,1298.0,1248.0,1250.2,39613,31811
AARVEEDEN,20181026,24.2,24.2,23.05,23.2,2829,1674
AARVI,20181026,46.15,46.15,46.15,46.15,2000,2000
AAVAS,20181026,657.7,670.0,622.3,662.8,66917,42978
ABAN,20181026,72.5,72.9,70.6,71.05,329454,106605
ABB,20181026,1236.0,1255.0,1205.0,1232.65,29739,8498
ABBOTINDIA,20181026,7007.3,7030.0,6900.0,6917.9,4304,2803
ABCAPITAL,20181026,97.7,98.0,90.55,94.45,2402468,1000448
ABFRL,20181026,173.0,180.0,172.0,177.65,327075,117254
ACC,20181026,1370.0,1370.0,1343.2,1349.65,475607,171985
ACCELYA,20181026,947.5,964.45,946.55,950.15,3302,2884
ACCORD,20181026,22.0,22.0,22.0,22.0,2000,2000
ACCURACY,20181026,64.0,64.0,62.0,62.9,8000,4800
ACE,20181026,91.85,96.0,90.05,94.65,89636,49855
ADANIENT,20181026,174.0,174.75,165.3,166.75,6982991,661435
ADANIGREEN,20181026,36.7,37.3,35.5,36.2,276450,142295
ADANIPORTS,20181026,307.0,310.55,301.45,304.1,4704344,2083087
ADANIPOWER,20181026,33.05,36.15,32.3,35.55,25659732,4166610
ADFFOODS,20181026,198.05,200.0,195.25,198.1,10108,4812
ADHUNIK,20181026,2.6,2.8,2.6,2.6,46290,33222
ADHUNIKIND,20181026,45.0,47.9,44.0,46.55,5202,3018
ADLABS,20181026,10.65,11.05,10.15,11.05,89146,78003
ADORWELD,20181026,350.7,352.95,343.0,348.45,7882,3206
ADROITINFO,20181026,20.05,20.05,19.95,19.95,110,110
ADSL,20181026,12.85,12.85,12.4,12.55,2275,2106
ADVANIHOTR,20181026,54.0,54.5,52.3,53.2,26456,25117
ADVENZYMES,20181026,180.5,180.5,175.1,176.7,65400,34485
AEGISCHEM,20181026,226.2,228.9,219.3,227.35,74839,42650
AGARIND,20181026,185.0,197.4,180.5,188.3,46101,44090
AGCNET,20181026,50.0,54.8,49.1,51.8,8781,6615
AGLSL,20181026,76.0,76.05,73.6,75.3,2878,2472
AGRITECH,20181026,53.3,54.5,52.7,53.25,2103,1137
AGROPHOS,20181026,35.5,38.25,34.2,36.8,102000,48000
AHLADA,20181026,133.75,133.75,130.2,133.25,11000,11000
AHLEAST,20181026,230.05,238.3,230.05,234.0,2763,1948
AHLUCONT,20181026,263.1,265.2,262.0,262.35,1264,834
AHLWEST,20181026,275.0,275.0,275.0,275.0,375,375
AIAENG,20181026,1613.7,1774.7,1575.5,1699.15,31569,15749
AIFL,20181026,97.5,97.5,97.5,97.5,465,465
AISL,20181026,66.0,67.25,65.0,67.0,8400,7200
AJANTPHARM,20181026,1001.4,1012.55,972.0,977.35,207684,33558
AJMERA,20181026,146.8,147.9,138.1,140.4,44430,31682
AKASH,20181026,99.5,99.7,99.5,99.6,3000,0
AKG,20181026,32.6,32.6,32.5,32.5,8000,8000
