SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
3IINFOTECH,20051123,129.0,131.5,128.9,129.75,225260,58022
3MINDIA,20051123,775.0,775.0,760.05,763.0,1053,1015
AARTIIND,20051123,136.6,137.0,135.0,135.85,5428,3809
ABANLOYD,20051123,535.0,535.0,513.5,518.1,9005,6457
ABB,20051123,1850.0,1889.0,1840.0,1879.3,38759,18951
ABSHEKINDS,20051123,30.95,31.45,30.7,30.8,157967,99412
ACC,20051123,501.0,503.35,494.5,502.05,926601,354992
ADANIEXPO,20051123,61.85,63.5,61.85,62.85,367401,12552
ADLABSFILM,20051123,297.2,304.7,297.2,302.25,97131,22627
ADORWELD,20051123,397.8,398.25,390.2,398.25,30696,20434
AEGISCHEM,20051123,277.0,286.0,265.4,275.45,170587,39953
AFTEKINFO,20051123,112.0,114.6,112.0,113.7,1472681,436785
AGRODUTCH,20051123,62.65,63.5,62.65,63.2,45145,29465
AHMEDFORGE,20051123,156.0,159.8,152.1,153.15,44897,21801
AJANTPHARM,20051123,83.5,83.5,80.2,81.05,15878,8893
AKSHOPTFBR,20051123,80.0,80.0,73.5,74.0,274280,104495
ALBK,20051123,80.75,81.8,78.5,78.65,590279,343031
ALEMBICLTD,20051123,292.0,296.9,292.0,295.65,28804,15670
ALFALAVAL,20051123,807.5,829.85,807.05,809.5,1215,1178
ALLSEC,20051123,208.1,216.0,208.0,214.25,23002,17002
ALOKTEXT,20051123,72.9,73.25,71.5,71.9,650275,451650
ALPSINDUS,20051123,114.5,119.0,114.5,117.35,57550,17533
AMAR,20051123,51.8,52.35,51.1,51.45,177892,38660
AMBICAAGAR,20051123,18.75,18.75,18.45,18.55,8453,6958
AMTEKAUTO,20051123,283.0,290.0,283.0,286.2,106976,74365
AMTEKINDIA,20051123,97.05,101.35,97.05,99.7,966269,756386
ANDHRABANK,20051123,90.8,90.8,88.2,89.35,574113,172899
ANDHRSUGAR,20051123,140.6,147.4,120.0,146.15,28362,16287
ANTGRAPHIC,20051123,5.1,5.2,5.0,5.0,8402,7800
APARINDS,20051123,221.5,225.0,221.5,223.95,1682,1677
APCOTEXLAT,20051123,57.5,59.0,57.5,58.5,1311,1045
APIL,20051123,190.0,190.0,183.2,184.1,30922,12252
APOLLOHOSP,20051123,459.0,461.9,455.05,457.05,39529,20108
APOLLOTYRE,20051123,281.7,282.0,276.1,277.6,9080,3837
APPAPER,20051123,108.2,109.0,107.05,108.05,3281,2260
APTECHT,20051123,132.9,135.25,131.7,132.9,3143348,317077
ARCHIES,20051123,124.1,126.95,124.1,126.45,4743,4022
ARSBONDS,20051123,104.55,104.75,104.54,104.75,10684,10684
ARVINDMILL,20051123,109.0,109.8,106.7,107.9,1596922,658303
ASAHIINDIA,20051123,89.5,90.85,86.5,87.1,74968,36021
ASAL,20051123,118.0,120.9,118.0,118.5,1045,845
ASHAPURMIN,20051123,750.0,750.0,725.5,730.0,645,522
ASHOKLEY,20051123,31.0,31.45,30.55,30.9,8234952,3469811
ASIANHOTEL,20051123,448.9,448.9,440.0,441.35,1038,568
ASIANPAINT,20051123,510.5,512.0,504.95,505.2,12858,10837
ASTRAIDL,20051123,1899.0,2048.3,1899.0,2037.55,1642,1274
ASTRAMICRO,20051123,208.0,218.6,208.0,211.55,197645,66979
ATFL,20051123,122.0,125.4,121.1,122.75,115127,31025
ATNINT,20051123,3.9,4.0,3.85,3.9,51512,38010
ATUL,20051123,114.5,114.5,108.05,110.85,25451,14949
AURIONPRO,20051123,92.45,95.4,92.0,92.9,215356,29326
AUROPHARMA,20051123,335.5,348.95,334.1,341.05,37119,14942
AUTOAXLES,20051123,545.0,553.0,535.0,540.9,5839,3912
AVAYAGCL,20051123,422.0,434.45,422.0,429.45,7072,4437
AVENTIS,20051123,1580.0,1595.0,1565.0,1593.15,8125,6952
AZTEC,20051123,154.3,167.05,153.0,165.0,2084677,446736
BAGFILMS,20051123,12.1,12.1,11.8,11.85,67066,46368
BAGYAMETAL,20051123,28.1,28.5,27.6,28.35,58017,56958
BAJAJAUTO,20051123,2020.0,2070.0,2020.0,2064.6,158673,65668
BAJAJHIND,20051123,206.0,208.45,204.5,206.0,466411,413204
BAJAUTOFIN,20051123,333.5,342.0,329.0,341.75,15627,13171
BALAJITELE,20051123,133.0,133.4,130.0,130.55,15024,7955
BALASPONGE,20051123,37.1,37.1,35.75,36.15,5813,5245
BALASTEELS,20051123,17.8,18.25,17.55,17.75,38135,25102
BALMLAWRIE,20051123,478.1,488.0,475.15,483.1,3377,2300
BALRAMCHIN,20051123,87.5,87.75,86.2,86.7,206243,117185
BANARISUG,20051123,825.0,827.0,813.0,826.05,1129,974
BANKBARODA,20051123,231.0,236.0,231.0,235.1,240972,87272
BANKBEES,20051123,437.0,437.0,437.0,437.0,6,6
BANKINDIA,20051123,111.05,113.4,109.6,112.15,737465,284324
BANKRAJAS,20051123,49.8,49.8,48.75,49.15,169301,72601
BASF,20051123,230.0,234.8,230.0,233.0,3363,1843
BASML,20051123,125.0,125.0,120.5,121.5,161330,27586
BATAINDIA,20051123,168.7,180.8,167.1,178.0,2397497,442331
BBTC,20051123,200.0,200.0,200.0,200.0,488,488
BEL,20051123,810.0,822.75,800.0,816.55,114459,63373
BELCERAMIC,20051123,27.3,28.85,27.3,28.35,37589,20913
